potrosnja,pouzdanost,vrednost



4.851877587368603,9.229303765653176,29.34873959976929


2.0723061362904494,8.543074190063447,35.79463814476767
12.980034848111718,19.55905311263414,15.753182324849224



9.345218947858074,4.3957889835338815,22.137377107288216



9.594463947355809,0.3697141398162862,21.25566850239088




7.756625362619132,2.8921780575998013,31.192155823297952










13.114500535938976,17.25725936554262,15.17049767759777




0.70389629316985,9.395830571742339,27.546499176985954







7.449745724485625,8.213925727775482,34.08770086037599








0.02131915046912125,8.807331760046559,33.48155166106049

9.582479132222632,6.454956377724197,21.55195431465839













7.878337338865007,9.599161149415218,25.195252129749555
13.212924680741263,12.74487957481147,14.743993050121192



























12.039704108318094,8.121637697953744,19.557603581694423

13.752884679418697,8.62814700619175,16.796100330458096



















14.565463997380025,9.851755154342776,11.59959239633008






















































9.211686160849077,9.01030744154937,27.25258614645391







14.356871023142512,18.00874480411312,9.786892233049116








8.157688562146863,1.3264675216288513,28.109506213322227

2.0570745152580305,9.177292731623188,29.890503872510664









6.749829229015791,8.569123646045735,35.57506928510771


4.039067789187789,5.110588970361476,39.99999999999999


9.14217744315758,6.522247311771765,22.99588280829604










6.533761354871035,9.491680746362537,26.45974681498814















12.442943623239586,12.253393370868777,17.458646056488448
7.3328021813939825,0.9546889856211416,35.490139960117766
0.013534859411168387,11.454594782281287,19.999999999999996



13.390773397611751,17.89385589328677,13.973315277015747

7.8227156636073625,7.626341702139943,30.628795053411366




6.2324800431415746,9.800336370483155,22.68795350276876













8.936229090979467,8.991053148065017,28.591627927249977





12.86976079662475,16.055859480607857,16.23103654795942










7.224308964643571,2.900642112788787,36.82706813307937








1.0047039290146564,8.525497857701232,35.94178945228788


















6.390039822463354,8.23343113686873,38.27511445172297






17.957949835869595,8.527722857921265,17.350083671334776












4.276129666607313,14.025622633357894,19.999999999999996



7.155683116966191,4.4119225180885335,37.73498468880294





















0.5525092381473184,10.80846930677772,19.999999999999996

14.662841126788067,9.026471078726706,14.415309526699842




























8.141008531959152,1.9311660703367028,28.223179551984863







14.479760284350663,10.727608123485426,11.003704562160452

19.181663602528708,9.479151457509126,11.292566351157776

16.54189300338315,10.477744524671397,6.999999999999999










8.071738293067778,3.076955231975096,28.707466709326688





5.845598423292138,9.302136666626943,28.57346525845771


7.893981733495075,4.965519331870376,30.04785545062817






13.52748349439393,15.57730285465129,13.380904857626302

12.559001513236394,13.156936519547838,17.37569079224537



