potrosnja,pouzdanost,vrednost
8.153749960721388,5.64678401319844,28.136247053620178
2.0980087073295595,6.020094017112467,40.0
6.745198665612831,12.438715735006266,20.0
15.932969875467276,4.19465134966146,20.0
11.480171932108515,4.443288847029104,20.0
5.845094621174754,0.7721033277295386,40.0
5.944840707985454,19.89478982463901,20.0
15.159809573362065,12.048834151212889,7.0
6.069866103915997,7.986840301394611,40.0
7.813574629158511,19.511832485406586,20.0
12.053215342779023,19.830473765430664,19.7694001812909
9.648566495227442,9.59755723883827,23.606312712614216
1.1246891569209017,7.216998565148973,40.0
11.967863980036341,17.452254519891287,20.0
3.0029009624333347,18.87805942494908,20.0
9.774936914606712,7.746694972600308,21.331856336837028
11.312995150747259,4.868119207792267,20.0
9.100133587746315,3.8894044625784385,23.102892339174854
2.885262998067224,3.699426052666075,40.0
11.595707321110911,9.718405815763912,20.0
5.168779731180768,15.460225513330762,20.0
0.442570780961582,10.084687525913115,20.0
1.0268291563764853,1.0676830841409668,40.0
12.426986331743082,0.43760888388965524,20.0
19.303606128673735,8.917579647542645,15.097126338351824
4.750557348491973,14.198641140957912,20.0
6.797094649638593,5.749261046713925,40.0
4.565341849962574,17.785914670552444,20.0
4.506218697074407,16.026995998357965,20.0
1.4780287368795242,0.45637682854306805,40.0
2.4843504421522344,6.393187341105238,40.0
19.158797895224808,2.8876343636728175,20.0
14.338159309377911,12.184804573669686,10.504186690689375
15.751892748190032,3.9872891196227056,20.0
17.51369760320426,10.09945950785784,7.0
5.439793855235536,19.508710946272505,20.0
12.364788375038705,6.024738429158862,20.0
18.284220912780192,2.222418870386045,20.0
8.38612879277266,14.641835927449247,20.0
15.240096583734568,11.643103695851567,7.0
8.581851071213958,11.92375646691141,20.0
18.56382902667328,18.956890992154445,7.0
6.921812876323186,17.1331742133984,20.0
5.316519475921342,7.8161250314145665,40.0
5.471477903126683,18.442139974729653,20.0
3.1282856603376286,0.31714825379962397,39.99999999999999
13.621317744173709,7.785003784557636,20.0
8.57236370493922,6.363165350695477,25.60243505824421
8.318487855974322,1.012743752843297,27.068170939171804
7.675082983592338,1.0144906894710393,31.922313124698416
0.9643496324007939,14.996102037974001,20.0
17.639671415460864,2.3330181089899837,20.0
4.29253865127222,3.8020789670080912,40.0
15.47369850887226,18.062265204962923,7.0
7.169720403700319,14.457396156431702,20.000000000000004
15.171847150152162,7.157991606610219,20.0
4.424907187527271,7.95411928164389,40.0
6.885260904722625,0.25347858990087513,40.00000000000001
13.227940125397762,8.708775448029336,16.33851853948881
16.077964032953403,3.366660419986367,20.0
17.588029135198795,2.4667366101781396,20.0
2.13157714828504,12.841222361789992,20.0
0.19708953044456745,8.760435375974927,33.90634265532795
4.22830320271915,6.84923374625948,40.0
5.763170253791012,19.15902404173274,20.0
10.799432294329145,7.600970928995732,20.0
17.00283694793174,4.06268462907696,20.0
12.993305165165236,14.374307086759119,15.695677617617314
10.945221070851437,10.768187203087187,20.0
16.29732031884389,17.429840964180624,7.0
4.541665095541674,18.90225843370431,20.0
7.3328330631157,14.56351116326567,20.0
5.95191390571169,6.058980791797303,40.0
7.120624909501676,10.690256793401245,20.0
2.879478957896542,5.023755048910488,40.0
5.269234953093511,15.227994628610002,20.0
5.239270678476653,19.78546767807239,20.0
1.6330588915181732,8.43389658780431,36.695935469136806
2.952817105945107,16.262636485489843,20.0
6.855536130604138,0.5712985462867604,40.0
11.464756341752139,15.242383699937353,20.0
14.339385929402122,17.834530663117555,9.862660972590808
11.058428521149386,11.249348172266815,20.0
7.590946354186887,4.6495766097212154,32.71963641057179
16.899171208973772,8.163962483830469,19.22048691045275
15.095623284722405,4.783945263755848,20.0
18.19226714462382,5.877967974047555,20.0
2.632993751916921,9.680117154120635,24.20907750419722
0.815820118147661,0.8560717075948121,40.0
19.427164089240577,12.259963834402843,7.0
11.307114951240676,4.49943246954811,20.0
